Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),Attacking Impact Score,Passing Impact Score,Defensive Impact Score,Movement Impact Score,Goalkeeping Impact Score,Cluster,Player Archetype,Overall Performance Score,Performance Rating,Goalkeeping Rating
Ruben Providence,HAI,FW,0.0,237.0,0,1,4,0,4,0,0,0.19,0.0,1,48,42,88,7,29,4,3,67,0,0,0,7,100,9,3,4,0,0,0,0,,,,100,31,61,8,44,56,4,27,47,144,6.09,312,115,24005.38,0.2348816369307422,0.4501276049721137,1.154934468219,2.0900390131264466,,3,Complete Midfielders,0.8696972922329016,26.7,
Ruben Vargas,SUI,FW,2.0,314.0,1,4,6,33,4,2,0,1.31,1.53,11,88,65,74,24,25,7,16,44,0,0,0,14,94,19,6,6,0,0,0,2,,,,93,63,26,4,37,56,7,75,44,237,6.22,373,170,31605.36,5.000083283740768,2.797492901128221,2.484700705811404,3.303392234277233,,1,Dynamic Attackers,1.4282731316049049,43.9,
Rui Silva,POR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0
Rustam Ashurmatov,UZB,DF,0.0,288.0,0,0,0,0,0,0,0,0.0,0.0,0,123,101,82,0,0,0,4,0,1,100,0,17,32,9,1,0,0,0,0,0,,,,21,0,0,21,2,19,0,0,22,243,5.62,288,80,27011.42,-1.3243189297858935,0.4138662572487715,0.3363456755843623,-0.5149240931229528,,0,Balanced Contributors,0.5765976049896945,17.7,
Ryan Christie,SCO,MF,0.0,114.0,0,0,2,0,1,1,0,0.15,0.0,0,35,29,83,1,100,0,1,100,0,0,0,3,52,8,2,1,1,0,0,0,,,,32,0,21,11,16,16,0,15,24,90,7.62,208,53,14260.28,-0.6269862136933546,0.215589857800072,-0.2039873958936999,-0.5318095708021576,,0,Balanced Contributors,0.5321066306973803,16.4,
Ryan Gravenberch,NED,MF,0.0,374.0,2,0,5,0,2,3,0,0.25,0.0,0,126,111,88,5,20,5,3,67,0,0,0,11,54,15,5,3,0,0,0,0,,,,130,29,62,39,89,41,3,32,87,308,5.99,443,129,37432.87,1.1527874472620114,0.9780585007497244,1.0919648842903311,3.627663855856872,,3,Complete Midfielders,1.027955338587525,31.6,
Ryan Mendes,CPV,FW,0.0,366.0,1,0,6,0,3,3,0,0.07,0.0,0,82,70,85,5,0,6,4,50,1,100,0,24,102,14,1,2,0,0,0,2,,,,151,52,84,15,50,101,0,35,51,211,6.2,468,170,37830.2,0.8802277879831369,1.407037111148602,2.200316290970405,3.857044236618671,,3,Complete Midfielders,1.1744926402340354,36.1,
Ryan Thomas,NZL,MF,0.0,103.0,0,0,0,0,0,0,0,0.0,0.0,0,25,18,72,1,0,0,2,0,0,0,0,2,50,7,3,3,0,0,0,0,,,,22,6,12,4,15,7,1,15,22,62,7.4,216,78,13002.61,-1.3243189297858935,-1.467551123266025,-0.0059455752298088,-0.6391729608303182,,0,Balanced Contributors,0.3891709766063635,12.0,
Sabri Ben Hessen,TUN,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0
Sadio Mane,SEN,FW,0.0,421.0,1,3,6,0,4,2,0,0.58,0.0,1,129,106,82,22,27,10,14,71,2,100,0,14,129,16,4,10,0,0,0,3,,,,164,85,65,14,84,80,18,86,103,350,6.02,435,204,42224.81,2.0475604413094404,4.566595411871819,3.3759887039993743,6.7689451135080105,,5,Elite All-Round Performers,1.7494737295741214,53.8,
Saed Alrosan,JOR,DF,0.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,13,12,92,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,,,,4,0,1,3,1,3,0,0,2,28,2.24,36,12,2425.08,-1.3243189297858935,-1.61289183483189,-1.4748042749137742,-2.71432171172925,,2,Limited Tournament Impact,0.11101742197646142,3.4,
Saeid Ezatolahi,IRN,MF,0.0,298.0,0,2,6,0,2,4,2,0.49,0.0,0,99,78,79,0,0,1,4,50,0,0,0,22,96,22,7,4,2,0,0,0,,,,60,1,22,37,50,10,0,6,40,227,6.6,406,65,32836.4,1.809418015292655,-0.2346307009555893,2.846054987706449,0.7458743078228087,,1,Dynamic Attackers,0.9623990321885725,29.6,
Salah Zakaria,QAT,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0
Saleem Obaid,JOR,DF,0.0,43.0,0,0,0,0,0,0,0,0.0,0.0,0,18,12,67,0,0,0,0,0,0,0,0,2,6,3,1,0,0,0,0,0,,,,2,0,0,2,0,2,0,0,5,36,6.56,43,19,4204.95,-1.3243189297858935,-1.7952579630216492,-1.256058952414668,-2.2232558888208294,,2,Limited Tournament Impact,0.14723719485626424,4.5,
Saleh Alshehri,KSA,FW,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,
Saleh Hardani,IRN,DF,0.0,107.0,0,0,0,0,0,0,0,0.0,0.0,0,29,21,72,1,0,0,0,0,0,0,0,5,46,6,0,2,0,0,0,0,,,,17,3,4,10,1,16,0,3,12,70,3.78,105,37,10101.64,-1.3243189297858935,-1.6122012554400733,-0.0969726304658418,-1.7681172562187972,,2,Limited Tournament Impact,0.3028134954905974,9.3,
Salem Aldawsari,KSA,FW,0.0,276.0,0,1,3,0,1,2,0,0.08,0.0,0,81,58,72,2,0,7,4,75,1,100,0,15,120,15,3,4,1,0,0,1,,,,104,61,33,10,50,54,3,50,64,193,6.36,400,160,29452.07,-0.1310346583150359,1.366579595952648,2.244641992512164,3.0387127231801245,,3,Complete Midfielders,1.091010254420376,33.5,
Salih Ozcan,TUR,MF,0.0,120.0,0,0,0,0,0,0,0,0.0,0.0,0,61,52,85,1,0,0,3,33,2,100,0,5,33,12,2,2,0,0,0,0,,,,27,1,6,20,23,4,0,1,30,133,4.65,168,60,13200.62,-1.3243189297858935,0.4114857745968686,0.1285302574807694,-1.0640572693519208,,0,Balanced Contributors,0.5236951833608442,16.1,
Saman Ghoddos,IRN,MF,0.0,228.0,0,0,4,0,2,2,0,0.16,0.0,0,64,45,70,1,100,3,6,50,2,100,0,9,102,18,3,0,0,0,0,1,,,,41,7,15,19,30,11,1,20,38,162,6.9,338,99,26206.79,-0.0386115166978382,1.749885765055846,1.1678397101490916,0.4961713005255043,,3,Complete Midfielders,0.8687503792746545,26.7,
Samed Bazdar,BIH,FW,0.0,35.0,0,0,0,0,0,0,0,0.0,0.0,0,5,2,40,0,0,1,3,0,0,0,0,2,6,2,1,1,0,0,0,0,,,,3,1,2,0,2,1,0,8,8,17,1.57,28,13,3649.89,-1.3243189297858935,-1.753211157251653,-1.1455955213603743,-2.6535797121834626,,2,Limited Tournament Impact,0.13623996192869353,4.2,
Samet Akaydin,TUR,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,
Samir Chergui,ALG,DF,0.0,25.0,0,0,0,0,0,0,0,0.0,0.0,0,24,23,96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,13,1,2,10,2,11,0,3,2,47,1.52,20,6,2625.06,-1.3243189297858935,-1.487554516628992,-1.587631850043982,-2.585980218213644,,2,Limited Tournament Impact,0.11711280974355112,3.6,
Samir El Mourabet,MAR,MF,0.0,121.0,0,0,0,0,0,0,0,0.0,0.0,1,110,100,91,1,0,1,4,50,1,100,0,6,33,5,0,1,0,0,0,0,,,,50,10,21,19,34,16,0,13,35,231,6.31,216,85,14604.02,-1.261933476999467,0.9847319381697328,-0.4123617284966233,0.1024336115491101,,0,Balanced Contributors,0.5853158351805083,18.0,
Samu Costa,POR,DF,0.0,26.0,0,0,0,0,0,0,0,0.0,0.0,0,11,11,100,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,0,,,,3,0,2,1,3,0,0,1,1,23,1.32,33,7,2859.94,-1.3243189297858935,-1.560540115293766,-1.3349203078226983,-2.849880773230508,,2,Limited Tournament Impact,0.12099210667413193,3.7,
Samuel Moutoussamy,COD,MF,0.0,360.0,0,0,3,0,0,3,0,0.13,0.0,0,147,122,83,1,100,0,6,17,4,100,0,39,114,31,8,1,1,0,0,0,,,,146,8,79,59,109,37,1,14,62,320,7.17,613,169,42992.72,-0.3088306421033606,2.3852904916407502,4.143051334620178,3.964024674037487,,3,Complete Midfielders,1.4057754309367925,43.2,
Samukele Kabini,RSA,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,
Sander Berge,NOR,MF,0.0,554.0,0,0,0,0,0,0,0,0.0,0.0,0,425,412,97,2,0,1,4,75,2,100,0,9,101,17,6,2,0,0,0,0,,,,167,2,48,117,122,45,1,27,116,891,5.69,770,192,63083.25,-1.3243189297858935,4.143711346440818,1.4392784282391748,6.153982075246098,,3,Complete Midfielders,1.3662194161900287,42.0,
Sander Tangvik,NOR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0
Santiago Arias,COL,DF,0.0,89.0,0,0,0,0,0,0,0,0.0,0.0,0,43,37,86,5,80,0,1,100,0,0,0,5,12,1,1,0,0,0,0,0,,,,28,17,7,4,5,23,4,9,16,95,1.21,80,50,9047.2,-1.3243189297858935,0.3826196990068506,-1.1258107938216018,-1.3385531875250425,,0,Balanced Contributors,0.38125891004912166,11.7,
Santiago Bueno,URU,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,
Santiago Gimenez,MEX,FW,0.0,117.0,0,1,2,0,2,0,0,0.34,0.0,0,13,7,54,0,0,0,0,0,0,0,0,3,27,3,1,3,0,0,0,0,,,,52,36,16,0,34,18,3,19,19,41,4.86,140,40,11184.38,-0.2624050543101339,-1.9428930889514429,-0.4448690934990545,-0.3921073546250762,,2,Limited Tournament Impact,0.3618975253907463,11.1,
Santiago Mele,URU,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0
Sarpreet Singh,NZL,MF,0.0,227.0,0,2,4,0,2,2,0,0.22,0.0,0,76,58,76,7,0,3,6,17,2,100,0,10,104,7,2,2,1,0,0,0,,,,139,39,77,23,65,74,1,54,63,196,7.24,381,118,27406.52,0.4994039175643474,1.1986455450909466,0.9189073396305648,3.4849146316400588,,3,Complete Midfielders,0.9958421778063702,30.6,
Sasa Kalajdzic,AUT,FW,1.0,88.0,0,1,3,33,2,1,2,0.39,2.58,0,24,16,67,1,0,1,2,0,1,0,0,8,40,2,2,2,0,0,0,0,,,,17,9,8,0,13,4,0,28,17,61,4.82,137,62,9643.92,1.6760873214370666,-1.2198467461776767,-0.2228846797204946,-1.201519869538327,,0,Balanced Contributors,0.4632416068817092,14.2,
Saud Abdulhamid,KSA,DF,0.0,300.0,0,0,2,0,0,2,0,0.11,0.0,0,113,88,78,4,25,2,3,67,1,0,0,11,76,18,4,2,1,0,0,0,,,,44,25,12,7,12,32,9,15,50,241,5.93,324,150,29778.02,-0.6291670681480345,0.6395022785795438,1.348473443858562,1.5182983433183286,,3,Complete Midfielders,0.8386462449328435,25.8,
Scott Mckenna,SCO,DF,0.0,102.0,0,0,0,0,0,0,0,0.0,0.0,0,52,49,94,0,0,0,1,0,1,100,0,3,3,3,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,1,4,105,1.87,63,17,9598.73,-1.3243189297858935,-0.2663862962163509,-1.226986768098398,-2.5269833199031773,,2,Limited Tournament Impact,0.2512001626851875,7.7,
Scott Mctominay,SCO,MF,0.0,306.0,0,3,8,0,8,0,3,0.65,0.0,0,96,87,91,0,0,4,1,100,2,100,0,11,103,6,3,0,0,0,0,0,,,,117,37,45,35,71,46,0,32,64,226,7.12,483,135,36353.67,2.86061236934129,1.4458100793017663,0.5644359156162795,3.0472034156883705,,1,Dynamic Attackers,1.0402948318384904,32.0,
Sead Kolasinac,BIH,DF,0.0,373.0,1,0,0,0,0,0,0,0.0,0.0,0,173,141,82,9,11,1,5,20,0,0,0,10,49,17,6,4,0,0,0,0,,,,54,25,13,16,14,40,5,23,93,370,6.09,339,142,38026.39,-0.9160271656025613,0.8258111508646303,1.2694858075854396,2.212675897189142,,3,Complete Midfielders,0.8755332776601019,26.9,
Sebastian Berhalter,USA,MF,1.0,231.0,1,1,3,33,0,3,0,0.1,10.14,12,136,114,84,9,78,1,10,80,3,67,0,9,63,17,5,7,1,0,0,0,,,,114,6,41,67,83,31,0,8,51,307,7.36,443,111,28137.58,2.78731612383745,3.1138584724756297,1.8784759802612656,2.302094383229966,,1,Dynamic Attackers,1.2537165104312504,38.5,
Sebastian Caceres,URU,DF,0.0,313.0,0,0,3,0,2,1,2,0.13,0.0,0,172,154,90,1,0,0,4,50,3,100,0,8,31,13,2,2,0,0,0,0,,,,31,1,0,30,18,13,0,4,20,373,5.81,303,98,30359.66,0.1236081273015519,1.777746238999838,0.3549080926309204,0.0219779340999952,,0,Balanced Contributors,0.7686141691968537,23.6,
Sebastian Tounekti,TUN,MF,0.0,98.0,0,0,0,0,0,0,0,0.0,0.0,0,18,16,89,3,0,1,1,0,0,0,0,1,33,1,1,0,0,0,0,0,,,,62,19,41,2,46,16,1,13,15,46,7.03,146,55,11128.49,-1.3243189297858935,-1.2406883932194368,-1.1423689265893584,-0.1697825659870951,,2,Limited Tournament Impact,0.3218430101405809,9.9,
Seko Fofana,CIV,MF,0.0,103.0,0,1,5,0,0,5,0,0.4,0.0,0,45,38,84,0,0,0,2,0,0,0,0,3,28,1,1,0,1,0,0,0,,,,24,4,16,4,18,6,1,6,29,106,3.37,168,54,11627.71,0.7565042401128262,-1.259703966689406,-1.0731433796793373,-1.1827024833621886,,2,Limited Tournament Impact,0.3436399954098686,10.6,
Senne Lammens,BEL,GK,0.0,26.0,0,0,0,0,0,0,0,0.0,0.0,0,13,6,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,7.0,5.0,1,0,0,1,1,0,0,0,0,23,0.61,4,1,1607.37,-1.3243189297858935,-1.9251089798631944,-1.631956563153904,-3.070295487172129,-0.8330390011353781,-1,Goalkeeper,0.050348403515032114,1.5,5.5
Seol Youngwoo,KOR,DF,0.0,274.0,0,0,2,0,1,1,0,0.03,0.0,0,123,113,92,11,27,0,6,83,0,0,0,6,41,6,1,2,0,0,0,4,,,,86,42,38,6,42,44,9,40,58,258,6.66,309,155,30578.14,-0.7203788014908025,1.3191069602439407,-0.0900628027045325,2.8739687638243376,,0,Balanced Contributors,0.8251995130447678,25.4,
Sergino Dest,USA,DF,0.0,335.0,0,1,3,0,1,2,0,0.21,0.0,0,102,89,87,7,29,9,14,64,0,0,0,14,97,9,2,4,0,0,0,0,,,,140,70,48,22,63,77,4,54,53,248,6.75,464,210,36917.8,-0.0298593548678007,2.283460938705228,1.557900967427542,4.36229480759576,,3,Complete Midfielders,1.1755267497513315,36.1,
Sergio Rochet,URU,GK,0.0,51.0,0,0,0,0,0,0,0,0.0,0.0,0,19,10,53,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,5.0,5,0,0,5,3,2,0,0,0,38,1.2,6,3,3079.43,-1.3243189297858935,-1.1160640947741665,-1.631956563153904,-2.8791906789775057,-1.0104877064354028,-1,Goalkeeper,0.12444187943737497,3.8,2.8
Shahriyar Moghanloo,IRN,FW,0.0,108.0,0,0,3,0,2,1,1,0.51,0.0,0,25,15,60,2,0,0,2,50,1,0,0,6,52,4,1,1,0,0,0,1,,,,19,13,6,0,15,4,4,22,17,66,7.1,168,47,12254.16,0.1741819291465447,-0.914856492985545,-0.2634123754834696,-0.6838593972015794,,0,Balanced Contributors,0.4585906330986804,14.1,
Sherel Floranus,CUW,DF,0.0,300.0,0,0,2,0,1,1,0,0.17,0.0,0,112,95,85,0,0,1,3,33,1,100,0,16,95,25,2,0,0,0,0,1,,,,33,10,11,12,14,19,0,8,42,232,5.97,320,116,29893.73,-0.61142078239378,0.6408500394319241,1.9576327360605457,0.2948832311368246,,3,Complete Midfielders,0.8280391513499237,25.5,
Sherzod Esanov,UZB,MF,0.0,3.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,3.6,15,6,657.16,-1.3243189297858935,-1.6449990285391731,-1.6097942065989432,-2.798809006095511,,2,Limited Tournament Impact,0.09021656024311123,2.8,
Sherzod Nasrullaev,UZB,DF,0.0,206.0,0,1,1,0,1,0,0,0.08,0.0,0,48,35,73,3,0,1,5,0,0,0,0,5,42,9,3,2,1,0,0,0,,,,29,9,15,5,5,24,1,16,20,118,6.23,232,95,21551.92,-0.7405766478052342,-0.8170944870475485,0.0434817592011651,-0.2738183594618741,,0,Balanced Contributors,0.4872743686635731,15.0,
Shogo Taniguchi,JPN,DF,0.0,267.0,0,0,0,0,0,0,0,0.0,0.0,0,127,122,96,1,0,0,1,0,0,0,0,3,11,4,2,1,1,0,0,0,,,,28,1,2,25,17,11,1,0,20,245,4.15,189,56,24756.98,-1.3243189297858935,-0.4897457877980152,-0.9046878423063072,-0.7707963010005144,,0,Balanced Contributors,0.3685566955233255,11.3,
Shoja Khalilzadeh,IRN,DF,0.0,309.0,0,0,2,0,2,0,2,0.18,0.0,0,141,118,84,0,0,0,1,0,2,100,0,8,26,12,4,0,1,0,0,1,,,,32,0,1,31,22,10,0,3,17,297,5.59,255,78,28814.55,-0.1422492891946105,0.5211720331135257,-0.1062037636419989,-0.3015390860670786,,0,Balanced Contributors,0.5966676830018114,18.3,
Shurandy Sambo,CUW,DF,0.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,0,1,1,1,1,0,0,0,7,2.18,9,4,726.32,-1.3243189297858935,-1.6281072458900914,-1.631956563153904,-2.9077835603448223,,2,Limited Tournament Impact,0.08295606507070644,2.6,
Shuto Machino,JPN,FW,0.0,23.0,0,0,0,0,0,0,0,0.0,0.0,0,4,3,75,1,0,1,0,0,1,100,0,1,4,1,1,0,0,0,0,0,,,,7,2,5,0,2,5,0,3,2,10,1.59,27,8,2487.67,-1.3243189297858935,-0.7492013687494483,-1.4637230966362935,-2.723463713198257,,2,Limited Tournament Impact,0.17873097977705898,5.5,
Sidny Lopes Cabral,CPV,DF,1.0,324.0,0,2,4,25,0,4,0,0.11,8.93,8,105,87,83,11,9,3,3,33,0,0,0,22,77,9,2,9,2,0,0,0,,,,83,18,48,17,12,71,2,16,54,234,5.79,257,117,30954.32,2.4927031428988053,0.5448952645389966,2.6950854816339773,1.6674360201268263,,1,Dynamic Attackers,1.0868988977862517,33.4,
Silvan Widmer,SUI,DF,0.0,210.0,0,0,0,0,0,0,0,0.0,0.0,0,73,57,78,4,25,0,5,40,1,100,0,11,59,13,2,0,0,0,0,0,,,,56,20,21,15,14,42,5,9,29,159,5.55,290,97,22662.91,-1.3243189297858935,0.8240163097181059,0.5080153112199707,0.6858872098687653,,0,Balanced Contributors,0.6957856185177022,21.4,
Simon Adingra,CIV,FW,0.0,22.0,0,0,0,0,0,0,0,0.0,0.0,1,10,9,90,1,100,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,,,,25,11,8,6,5,20,0,5,4,23,1.82,35,14,2769.08,-1.261933476999467,-0.8044049654766866,-1.448470567842642,-2.2081648415870463,,2,Limited Tournament Impact,0.20839129587331895,6.4,
Simon Banza,COD,FW,0.0,49.0,0,0,0,0,0,0,0,0.0,0.0,0,6,4,67,0,0,0,0,0,1,0,0,3,25,3,1,0,0,0,0,0,,,,24,17,7,0,20,4,1,4,7,14,3.47,70,23,5130.52,-1.3243189297858935,-1.674569975276711,-0.9832008459938262,-1.876246241505189,,2,Limited Tournament Impact,0.20393914115955047,6.3,
Sipho Chaine,RSA,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0
Sofyan Amrabat,MAR,MF,0.0,175.0,0,0,0,0,0,0,0,0.0,0.0,0,106,98,92,0,0,0,3,67,2,100,0,10,49,16,4,2,0,0,0,0,,,,62,2,10,50,50,12,0,3,20,217,3.24,263,81,18860.83,-1.3243189297858935,1.0664775759667902,0.8637798426999228,-0.1652532376656365,,0,Balanced Contributors,0.7000034168520317,21.5,
Son Heungmin,KOR,FW,0.0,183.0,0,1,7,0,4,3,0,0.81,0.0,3,58,49,84,3,33,4,2,50,0,0,0,9,54,0,0,4,0,0,0,2,,,,97,51,34,12,70,27,6,35,50,142,6.14,169,96,18757.38,1.7564938970257074,0.0641052644664686,0.2154943974215324,1.8665639541958408,,0,Balanced Contributors,0.7890212951164862,24.3,
Sondre Langas,NOR,DF,0.0,29.0,0,0,0,0,0,0,0,0.0,0.0,0,10,9,90,0,0,0,0,0,1,100,0,1,1,1,0,0,0,0,0,0,,,,4,0,0,4,1,3,0,0,1,20,0.99,26,11,2880.7,-1.3243189297858935,-0.7318169069128566,-1.496966631468735,-2.8688924481495324,,2,Limited Tournament Impact,0.1682777708373055,5.2,
Song Bumkeun,KOR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0
Sontje Hansen,CUW,FW,0.0,50.0,0,1,1,0,0,1,0,0.03,0.0,0,6,5,83,0,0,0,0,0,0,0,0,2,31,1,0,0,0,0,0,0,,,,21,15,6,0,13,8,1,7,7,20,1.96,59,26,4910.75,-0.7505402179097014,-1.7449862297778147,-1.1022155639956075,-2.044966637382607,,2,Limited Tournament Impact,0.1976921083516131,6.1,
Soufiane Rahimi,MAR,FW,2.0,215.0,1,4,6,33,5,1,2,1.59,1.26,0,37,27,73,5,40,2,5,40,0,0,0,5,73,11,5,6,0,0,0,2,,,,100,69,26,5,78,22,11,32,33,112,7.27,317,137,25328.44,4.971274935689621,-0.0467261271326286,1.198410215574095,2.6979527366757097,,1,Dynamic Attackers,1.0433539318552096,32.1,
Sphephelo Sithole,RSA,MF,0.0,252.0,0,0,0,0,0,0,0,0.0,0.0,0,129,109,84,0,0,0,1,0,5,80,0,7,72,13,5,1,0,1,0,0,,,,115,3,48,64,85,30,0,11,47,288,6.6,463,119,28152.2,-1.3243189297858935,0.902910298894598,0.5748642175456401,2.286912230909857,,0,Balanced Contributors,0.8022800101358118,24.7,
Stefan Posch,AUT,DF,0.0,370.0,0,0,3,0,3,0,1,0.4,0.0,0,132,98,74,2,0,0,11,36,0,0,0,10,103,29,7,3,2,0,0,0,,,,96,30,47,19,13,83,4,26,88,274,6.43,479,164,39797.88,0.0596220488544147,0.4639423075399376,2.434929380363834,3.315522538512387,,3,Complete Midfielders,1.062806510839855,32.7,
Stepan Chaloupek,CZE,DF,0.0,99.0,0,0,0,0,0,0,0,0.0,0.0,0,22,15,68,0,0,0,1,0,1,100,0,1,22,15,1,0,0,0,0,0,,,,4,0,0,4,0,4,0,1,9,54,2.18,141,46,10873.66,-1.3243189297858935,-0.7480882742519679,-0.4019594080159754,-2.1702818411755507,,2,Limited Tournament Impact,0.31627160110494934,9.7,
Stephen Eustaquio,CAN,MF,1.0,444.0,0,1,4,25,0,4,0,0.1,10.34,44,281,244,87,42,38,2,15,60,3,100,0,16,91,15,2,6,0,0,0,0,,,,212,22,76,114,133,79,1,31,127,618,7.14,897,210,52496.91,4.599363780463359,6.515205059034025,2.3297164722404813,7.198848293795042,,5,Elite All-Round Performers,1.9154985300410865,58.9,
Steve Kapuadi,COD,DF,0.0,201.0,0,0,1,0,1,0,1,0.08,0.0,0,55,46,84,0,0,0,0,0,1,0,0,6,18,6,2,0,0,0,0,0,,,,22,3,1,18,7,15,0,2,11,114,2.9,211,60,19496.83,-0.7410668251400393,-1.1535324418833033,-0.689042833713125,-1.3213533343752049,,2,Limited Tournament Impact,0.32727694364583837,10.1,
